use the excerpt below to answer the question that follows:    at approximately 8.15am on 6 august 1945 a us b-29 bomber dropped an atomic bomb on the japanese city of hiroshima, instantly killing around 80,000 people. three days later, a second bomb was dropped on nagasaki, causing the deaths of 40,000 more. the dropping of the bombs, which occurred by executive order of us president harry truman, remains the only nuclear attack in history. in the months following the attack, roughly 100,000 more people died slow, horrendous deaths as a result of radiation poisoning   although voices within the us military expressed caution regarding the use of the new weapon against japan, truman was convinced that the bomb was the correct and only option. six months of intense strategic fire-bombing of 37 japanese cities had done little to break the hirohito regime’s resolve, and japan continued to resolutely ignore the demand for unconditional surrender made at potsdam. in such circumstances, the use of the atom bomb was seen as the best means of forcing japan to surrender, and ending the war. the alternative, of an allied invasion of the japanese home islands, was expected to cost hundreds of thousands of casualties.   as questions regarding the ethical implications of the attacks grew, the us air force and navy both published reports which claimed (respectively) that the conventional bombing and submarine war against japan would have soon forced her to surrender. joseph grew, america’s last ambassador to japan before the war started, also publicly alleged that the truman administration knew about (and ignored) japanese attempts to open surrender negotiations with the us using the ussr as a mediator. at this time, another…emerged: the atomic bombing of japan had been motivated by a desire to demonstrate the us’s military might to the soviet union, about whom the americans were increasingly nervous.   the moral aspect of the attacks upon hiroshima and nagasaki continues to divide historians. while some argue that the terrible long term human cost to the japanese population can never justify the use of such weapons, others maintain that in the context of total war, it would have been immoral if atomic weapons had not been used to end the war as quickly as possible.  source: the history channel http://www.history.co.uk/explore-history/ww2/atomic-bomb.html     list the 3 alternative courses of action that could have been used to end the war with japan rather than the dropping of the atomic bomb on hiroshima and nagasaki? |0.75|one alternative course of action that could have been used to end the war is continuing the conventional bombing and submarine war. it was predicted that japan would have soon surrendered, so the u.s. could have just waited it out a little bit longer. another alternative course of action that could have been taken was to allow the japanese to surrender. the excerpt says that truman administration ignored japanese attempts to open surrender. the u.s. could have not ignored the attempts, and let the japanese surrender. lastly, more peaceful measures could have been taken to end the war. the u.s. used their atomic weapons to show russia that they had a strong military. they could have had a more peaceful ending to the war with japan if they didn't want to "show off" for russia.|
use the excerpt below to answer the question that follows:    at approximately 8.15am on 6 august 1945 a us b-29 bomber dropped an atomic bomb on the japanese city of hiroshima, instantly killing around 80,000 people. three days later, a second bomb was dropped on nagasaki, causing the deaths of 40,000 more. the dropping of the bombs, which occurred by executive order of us president harry truman, remains the only nuclear attack in history. in the months following the attack, roughly 100,000 more people died slow, horrendous deaths as a result of radiation poisoning   although voices within the us military expressed caution regarding the use of the new weapon against japan, truman was convinced that the bomb was the correct and only option. six months of intense strategic fire-bombing of 37 japanese cities had done little to break the hirohito regime’s resolve, and japan continued to resolutely ignore the demand for unconditional surrender made at potsdam. in such circumstances, the use of the atom bomb was seen as the best means of forcing japan to surrender, and ending the war. the alternative, of an allied invasion of the japanese home islands, was expected to cost hundreds of thousands of casualties.   as questions regarding the ethical implications of the attacks grew, the us air force and navy both published reports which claimed (respectively) that the conventional bombing and submarine war against japan would have soon forced her to surrender. joseph grew, america’s last ambassador to japan before the war started, also publicly alleged that the truman administration knew about (and ignored) japanese attempts to open surrender negotiations with the us using the ussr as a mediator. at this time, another…emerged: the atomic bombing of japan had been motivated by a desire to demonstrate the us’s military might to the soviet union, about whom the americans were increasingly nervous.   the moral aspect of the attacks upon hiroshima and nagasaki continues to divide historians. while some argue that the terrible long term human cost to the japanese population can never justify the use of such weapons, others maintain that in the context of total war, it would have been immoral if atomic weapons had not been used to end the war as quickly as possible.  source: the history channel http://www.history.co.uk/explore-history/ww2/atomic-bomb.html     list the 3 alternative courses of action that could have been used to end the war with japan rather than the dropping of the atomic bomb on hiroshima and nagasaki? |1|1. president truman could have accepted the attempts to open surrender negotiations.2. the u.s. military could have stormed the beaches of japan. 3. the air force and the navy could have kept their bombings and submarine war up, leading to japan's surrender.|
according to some historians, europe’s system of alliances prior to 1914 increased the likelihood that:|1|small disputes would develop into large-scale wars.|
which of the following was not an underlying cause of world war i?    source: ogt realeased test materials |1|treaty of versailles|
from april to july 1994, members of the hutu ethnic majority in the east-central african nation murdered as many as 800,000 people, mostly of the tusti minority.|1|rwanda|
the industrial revolution, belief in european superiority, and the desires of christian missionaries to “civilize” the peoples of foreign lands were all motivating factors of:|1|imperialism|
at the end of the 1800s, colonies were generally seen as a|1|sign of a country's relative power|
source: ogt released test materials    in the 19th century, european countries claimed that the conquest of africa would bring the benefits of western civilization to that continent.   from the perspective of african peoples, the effect was:|0|new national boundaries based on ethnic and cultural similarities|
source: ogt released test materials    the proposal by great britain to grant indian independence in 1947 drew opposition from muslim leaders. their view was that they were denied a voice in the hindu-dominated independence movement. as a result, indian muslims wanted:|0|a separate independent muslim country|
which of the following was not an underlying cause of world war i?    source: ogt realeased test materials |1|treaty of versailles|
source: ogt released test materials    the english philosopher john locke argued that life, liberty, and property are:  |1|natural rights that should be protected by the government|
which would be the most credible primary source about conditions in nazi concentration camps during the holocaust?|0|a novel set in a concentration camp|
the authors of many history books provide bibliographies that indicate the sources for information provided in the text. why would providing the reader with this information make a book more credible?|1|it allows the reader to determine the thoroughness of the author’s research|
source: ogt released test materials    below is a map of the british empire in 1900:   "the sun never sets on the british empire" was a saying about the british empire at the peak of its power. what did this saying mean? |1|the british empire had colonies in every part of the world|
source: ogt released test materials  many latin american nations gained their independence early in the 19th century. the relationship between the people and their government changed. slavery existed under colonial governments, but some of the new nations, such as haiti, did not permit slavery. the abolition of slavery was based on enlightenment ideas of:|1|liberty as a natural right of man|
source: ogt released test materials    the economist adam smith was an enlightenment thinker. in his writings, he described how market systems worked and expressed his belief in laissez-faire economics. his ideas influenced how people viewed their relationship with their government. supporters of smith wanted government to:|1|protect their freedoms and property|
source: ogt released test materials    one objective of 19th-century european imperialism was to:|1|convert inhabitants of foreign territories to christianity.|
source: ogt released test materials  this cartoon could be used to support the thesis that opposition to women's suffrage was: |1|based on stereotyping of women’s roles.|
source: ogt released test materials    one objective of 19th-century european imperialism was to:|1|convert inhabitants of foreign territories to christianity.|
in 1923, adolf hitler, the future leader of nazi germany, declared:    the day must come when a german government shall summon up the courage to declare to the foreign powers: the treaty of versailles is founded on a monstrous lie. we fulfill nothing more. do what you will! if you want battle, look for it! source: adolf hitler, speech of august 1, 1923, reprinted at www.nizkor.org     this excerpt would help support which thesis?|1|hitler believed that germany was being unfairly punished for its role in world war i|
source: ogt released test materials    the english philosopher john locke argued that life, liberty, and property are:  |1|natural rights that should be protected by the government|
the industrial revolution, belief in european superiority, and the desires of christian missionaries to “civilize” the peoples of foreign lands were all motivating factors of:|1|imperialism|
laws created in 1935 in order to separate jews from german society. |1|the nuremberg laws|
source: ogt released test materials  many latin american nations gained their independence early in the 19th century. the relationship between the people and their government changed. slavery existed under colonial governments, but some of the new nations, such as haiti, did not permit slavery. the abolition of slavery was based on enlightenment ideas of:|1|liberty as a natural right of man|
why did great britain, france, and russia form the triple entente in 1907? |1|to respond to the increased military power of germany.|
the industrial revolution, belief in european superiority, and the desires of christian missionaries to “civilize” the peoples of foreign lands were all motivating factors of:|1|imperialism|
source: ogt released test materials  in 1789, the french national assembly issued the “declaration of the rights of man,” based in part on the concepts expressed in the u.s. declaration of independence in 1776. both documents reflected the enlightenment belief that governments exist to protect the natural rights of citizens. what developments in france and the united states attempted to assure the implementation of this concept of government?  |1|drafting constitutional protections|
source: released ogt test materials  the data above supports the thesis that between 1990 and 2000:   |1|people decreasingly relied on newspapers as a source of information|
one cause of the march 1917 revolution in russia was: |0|the treaty of brest-litovsk|
at the end of the 1800s, colonies were generally seen as a|1|sign of a country's relative power|
source: ogt released test materials    use the information below to complete the statement.    the streets were hot and dusty on the summer day. stokers emerged from low underground doorways into factory yards, and sat on steps, and posts, and palings, wiping their swarthy visages, and contemplating coals. the whole town seemed to be frying in oil. there was a stifling smell of hot oil everywhere. the steam-engines shone with it, the mills throughout their many stories oozed and trickled it.—charles dickens, hard times, 1854   the historical era most likely referred to in this quotation is the|1|industrial revolution|
source: ogt released test materials    use the information below to complete the statement.    the streets were hot and dusty on the summer day. stokers emerged from low underground doorways into factory yards, and sat on steps, and posts, and palings, wiping their swarthy visages, and contemplating coals. the whole town seemed to be frying in oil. there was a stifling smell of hot oil everywhere. the steam-engines shone with it, the mills throughout their many stories oozed and trickled it.—charles dickens, hard times, 1854   the historical era most likely referred to in this quotation is the|1|industrial revolution|
source: ogt released test materials    the proposal by great britain to grant indian independence in 1947 drew opposition from muslim leaders. their view was that they were denied a voice in the hindu-dominated independence movement. as a result, indian muslims wanted:|0|a separate independent muslim country|
source: ogt released test materials    one objective of 19th-century european imperialism was to:|1|convert inhabitants of foreign territories to christianity.|
source: ogt released test materials    which leader was inspired by the ideas of the american revolution and the enlightenment to lead the liberation of much of south america from spain?|1|simón bolívar|
source: ogt released test materials   the statement that best describes terrorism is: |1|it seeks to change policies through force or threat|
why did great britain, france, and russia form the triple entente in 1907? |1|to respond to the increased military power of germany.|
source: ogt released test materials    natural law was a fundamental idea of the enlightenment.  which concept is an application of natural law to the government's role int he conomic lives of its citizens? |1|free markets based on supply and demand.|
source: ogt released test materials    the economist adam smith was an enlightenment thinker. in his writings, he described how market systems worked and expressed his belief in laissez-faire economics. his ideas influenced how people viewed their relationship with their government. supporters of smith wanted government to:|1|protect their freedoms and property|
source: ogt relaeased test materials    use the following information to answer the question.   “particular obstructive workers who refuse to submit to disciplinary measures will be subject, as non-workers, to discharge and confinement in concentration camps.”  —vladimir lenin, decree of november 14th, 1919   the excerpt above describes lenin’s method for dealing with those who opposed:|1|the establishment of a communist government.|
source: ogt released test materials    below is a map of the british empire in 1900:   "the sun never sets on the british empire" was a saying about the british empire at the peak of its power. what did this saying mean? |1|the british empire had colonies in every part of the world|
in 1633 an italian scientist named galileo galilei was brought before a papal court for: |1|defending the heliocentric theory of the universe|
source: ogt released test materials    the english philosopher john locke argued that life, liberty, and property are:  |1|natural rights that should be protected by the government|
